1,4,Boone
5,4,Jasmina
5,1,Rafaela
2,1,Shaina
7,3,Pansy
5,4,Ivie
6,5,Trev
4,4,Roderick
7,1,Abner
1,5,Christiano
2,2,Yance
7,1,Heinrick
2,5,Tami
8,2,Meade
8,2,Gaylor
5,5,Ardyce
8,4,Dennie
1,3,Giacomo
1,5,Godard
6,1,Robert
1,2,Marlyn
2,5,Sela
1,2,Colin
8,2,Launce
8,2,Lynnelle
8,3,Israel
4,2,Cherilyn
2,2,Andreas
2,2,Alistair
4,5,Hamil
7,5,Rhea
3,3,Caddric
4,2,Marthe
2,4,Caesar
8,1,Minnnie
1,2,Selena
7,5,Sholom
1,5,Andee
6,4,Kimmy
4,1,Marsiella
8,3,Queenie
5,4,Reggie
2,4,Meaghan
8,3,Mohandas
2,1,Katti
2,5,Golda
6,2,Even
8,5,Robby
5,1,Joana
5,1,Thalia
8,5,Arlie
6,4,Donalt
4,3,Demetra
2,1,Wilhelm
7,3,Barde
2,2,Jaclyn
3,4,Kassey
3,4,Dannie
3,3,Cathee
3,4,August
7,1,Land
2,1,Grete
2,3,Shay
5,1,Lane
1,1,Gothart
4,2,Nata
3,5,Gaylord
7,5,Davida
8,4,Zelda
6,3,Tuckie
5,4,Carlita
8,4,Romain
3,5,Noach
8,5,Idalina
3,3,Calli
3,3,Chelsae
4,4,Alanah
3,4,Ericha
2,3,Tyler
4,5,Marys
6,3,Gifford
8,4,Corliss
2,4,Binni
5,4,Danny
5,1,Thekla
2,4,Courtney
6,2,Jo-anne
2,5,Lester
6,1,Nannette
6,3,Stu
3,4,Jocelyn
3,2,Debee
6,4,Daria
8,4,Ricky
3,3,Rip
2,4,Nerta
6,2,Anica
4,3,Towny
8,2,Judas
1,5,Robert
6,1,Elonore
1,5,Charlena
6,2,Arielle
3,1,Ermin
5,1,Eliza
7,2,Karlyn
8,4,Morrie
7,5,Francesco
3,4,Dickie
7,3,Webb
7,5,Nickola
8,1,Trever
6,2,Carole
2,5,Marjory
8,4,Way
3,1,Lissi
5,1,Jarad
2,2,Vania
6,4,Doralynn
2,2,Katleen
2,4,Mayne
8,4,Norean
2,3,Helen-elizabeth
7,3,Linell
1,3,Gilbertine
3,5,Briggs
6,5,Lana
1,4,Lisette
6,4,Land
4,4,Filberte
3,2,Stinky
1,2,Andie
4,3,Bryana
2,5,Ayn
7,2,Barny
1,1,Devinne
3,2,Mickie
3,4,Franny
8,2,Kristofer
1,2,Nilson
4,2,Dee
